OBJECTID,YEAR,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM
21440,2020,CA,CDF,NEU,NELSON,13212,2020/06/18 00:00:00+00,2020/06/23 00:00:00+00,11,110,109.60228,1,1,
21441,2020,CA,CDF,NEU,AMORUSO,11799,2020/06/01 00:00:00+00,2020/06/04 00:00:00+00,2,670,685.58502,1,1,
21442,2020,CA,CDF,NEU,ATHENS,18493,2020/08/10 00:00:00+00,2020/03/01 00:00:00+00,14,26,27.30048,1,1,
21443,2020,CA,CDF,NEU,FLEMING,7619,2020/03/31 00:00:00+00,2020/04/01 00:00:00+00,9,13,12.931545,1,1,
21444,2020,CA,CDF,NEU,MELANESE,8471,2020/04/14 00:00:00+00,2020/04/19 00:00:00+00,18,10.3,10.315964,1,1,
21445,2020,CA,CDF,NEU,PFE,14858,2020/07/05 00:00:00+00,2020/07/05 00:00:00+00,14,36,36.701931,1,1,
21446,2020,CA,DOD,BEA,VALLEY,15865,2020/07/15 00:00:00+00,2020/07/16 00:00:00+00,14,377,376.9104,1,1,
21447,2020,CA,CDF,NEU,WALDO,15275,2020/07/09 00:00:00+00,2020/07/12 00:00:00+00,9,10.7,10.102212,1,1,
21448,2020,CA,CDF,NEU,WILLOW,6064,2020/03/10 00:00:00+00,2020/03/11 00:00:00+00,5,34,33.973888,1,1,
21449,2020,CA,CDF,NEU,WILLOWS,21423,2020/09/09 00:00:00+00,2020/10/13 00:00:00+00,7,1311,1309.09,3,1,
21450,2020,CA,CDF,NEU,DYER,15012,2020/07/06 00:00:00+00,2020/07/06 00:00:00+00,8,195,194.66029,1,1,
21451,2020,CA,CDF,NEU,FARRIER,16781,2020/07/24 00:00:00+00,2020/07/31 00:00:00+00,8,22.7,22.634298,1,1,
21452,2020,CA,CDF,NEU,FIELDS,23897,2020/10/06 00:00:00+00,2020/10/09 00:00:00+00,5,55,55.328434,1,1,
21453,2020,CA,CDF,NEU,JONES,19231,2020/08/17 00:00:00+00,2020/09/28 00:00:00+00,1,705,705.54602,3,1,
21454,2020,CA,DOD,BEA,PAVE PAWS,17717,2020/08/02 00:00:00+00,2020/08/02 00:00:00+00,11,532,532.77332,1,1,
21455,2020,CA,CDF,NEU,RIOSA,12970,2020/06/15 00:00:00+00,2020/06/15 00:00:00+00,11,13.8,13.694717,1,1,
21456,2020,CA,CDF,BTU,NELSON,6825,2020/06/17 00:00:00+00,2020/06/25 00:00:00+00,14,95,103.33157,1,1,
21458,2020,CA,CDF,BTU,5-4 POTTERS ,9692,2020/08/17 00:00:00+00,2020/09/10 00:00:00+00,1,710,925.40186,1,1,
21459,2020,CA,CDF,BTU,5-6 CASCADE CREEK,9703,2020/08/17 00:00:00+00,2020/09/10 00:00:00+00,1,12,260.17557,1,1,
21460,2020,CA,CDF,BTU,TEDDY,6891,2020/06/18 00:00:00+00,2020/06/23 00:00:00+00,14,134,13.279565,1,1,
21461,2020,CA,CDF,CZU,COAST,3906,2020/06/29 00:00:00+00,2020/06/29 00:00:00+00,7,20,20.2083,7,1,
21462,2020,CA,CDF,CZU,CZU LIGHTNING COMPLEX,5205,2020/08/16 00:00:00+00,2020/09/24 00:00:00+00,1,86509,86553.461,7,1,
21463,2020,CA,CDF,MEU,OAK,10700,2020/09/07 00:00:00+00,2020/09/28 00:00:00+00,9,1100,1146.4658,7,1,
21464,2020,CA,CDF,MEU,CREEK,9786,2020/08/18 00:00:00+00,2020/08/26 00:00:00+00,10,820,834.2442,7,1,
21465,2020,CA,CDF,MEU,19-Mar,9781,2020/08/18 00:00:00+00,2020/10/21 00:00:00+00,1,62,65.008545,4,1,
21466,2020,CA,CDF,MEU,VINEYARD,6489,2020/06/09 00:00:00+00,2020/06/18 00:00:00+00,2,150,150.49449,1,1,
21467,2020,CA,CDF,MEU,MINA,9342,2020/08/10 00:00:00+00,2020/08/15 00:00:00+00,4,170,158.86919,2,1,
21468,2020,CA,CDF,HUU,BEAR,1401,2020/02/15 00:00:00+00,2020/02/15 00:00:00+00,5,11,10.473744,1,1,
21469,2020,CA,CDF,HUU,REDWOOD,9006,2020/10/23 00:00:00+00,2020/10/23 00:00:00+00,2,102,101.40028,1,1,
21470,2020,CA,CDF,TGU,GRIZZLY,2412,2020/03/02 00:00:00+00,2020/03/06 00:00:00+00,14,154,155.27298,1,1,
21471,2020,CA,CDF,TGU,BEEGUM,2023,2020/02/22 00:00:00+00,2020/02/23 00:00:00+00,18,200,181.44044,2,1,
21472,2020,CA,CDF,TGU,8-Apr,8808,2020/08/17 00:00:00+00,2020/08/18 00:00:00+00,1,300,278.00998,1,1,
21473,2020,CA,CDF,TGU,ELK,8702,2020/08/16 00:00:00+00,2020/08/17 00:00:00+00,1,727,730.48138,1,1,
21474,2020,CA,CDF,TGU,RED,4162,2020/04/23 00:00:00+00,2020/04/24 00:00:00+00,5,26.4,26.40666,1,1,
21475,2020,CA,CDF,HUU,MINE,11303,2020/12/24 00:00:00+00,2020/12/24 00:00:00+00,5,11,11.07413,1,1,
21476,2020,CA,CDF,BTU,AVOCADO,7464,2020/06/30 00:00:00+00,2020/07/11 00:00:00+00,14,136,137.58138,1,1,
21477,2020,CA,CDF,BTU,HONCUT,6966,2020/06/20 00:00:00+00,2020/06/22 00:00:00+00,14,89,88.185837,1,1,
21478,2020,CA,CDF,BTU,GRAND,12308,2020/10/15 00:00:00+00,2020/10/20 00:00:00+00,14,30,31.061085,1,1,
21479,2020,CA,CCO,ORC,PARK FIRE,20075598,2020/07/05 00:00:00+00,2020/07/07 00:00:00+00,14,21,24.097841,1,1,
21480,2020,CA,CDF,ORC,SILVERADO,20121364,2020/10/26 00:00:00+00,2020/11/02 00:00:00+00,14,0,12469.206,7,1,
21481,2020,CA,CDF,ORC,BLUE RIDGE,20121612,2020/10/26 00:00:00+00,2020/11/02 00:00:00+00,14,0,13694.532,7,1,
21482,2020,CA,CDF,ORC,BOND,20136890,2020/12/03 00:00:00+00,2020/12/07 00:00:00+00,14,0,6681.0986,7,1,
21483,2020,CA,CDF,BTU,CLARK,9565,2020/08/14 00:00:00+00,2020/08/14 00:00:00+00,14,110,106.78496,1,1,
21484,2020,CA,CDF,NEU,DULUTH,18540,2020/08/10 00:00:00+00,2020/08/12 00:00:00+00,10,65,71.949944,1,1,
21485,2020,CA,CDF,NEU,KARCHNER,2117,2020/06/05 00:00:00+00,2020/06/06 00:00:00+00,2,30,30.024942,1,1,
21486,2020,CA,LRA,NEU,SIMPSON,24660,2020/10/15 00:00:00+00,2020/10/17 00:00:00+00,14,29,28.574575,6,1,
21487,2020,CA,CDF,NEU,WATT,12647,2020/06/11 00:00:00+00,2020/06/13 00:00:00+00,14,40,39.866062,1,1,
21488,2020,CA,CDF,NEU,LOCUST,31508,2020/12/31 00:00:00+00,2020/01/31 00:00:00+00,5,16,15.859506,1,1,
21489,2020,CA,CDF,BTU,GARDEN,5015,2020/05/06 00:00:00+00,2020/05/09 00:00:00+00,2,50,49.008781,1,1,
21490,2020,CA,CDF,BTU,FEATHER,8456,2020/07/20 00:00:00+00,2020/07/22 00:00:00+00,14,14.9,14.740744,1,1,
21491,2020,CA,CDF,SKU,BADGER,5356,2020/07/18 00:00:00+00,2020/07/19 00:00:00+00,10,557,557.30609,1,1,
21492,2020,CA,CDF,SKU,MINER,5595,2020/07/25 00:00:00+00,2020/07/25 00:00:00+00,14,22,23.13611,1,1,
21493,2020,CA,CDF,SKU,JENNY 2-3,5678,2020/07/27 00:00:00+00,2020/07/27 00:00:00+00,1,12,14.637078,1,1,
21494,2020,CA,CDF,SKU,SCHOOLHOUSE,7096,2020/09/09 00:00:00+00,2020/09/09 00:00:00+00,14,36,37.064037,1,1,
21495,2020,CA,CDF,SKU,TOWNSEND,3484,2020/05/17 00:00:00+00,2020/05/17 00:00:00+00,5,13.74,13.730427,1,1,
21496,2020,CA,CDF,SKU,SHACKLEFORD,7137,2020/09/11 00:00:00+00,2020/09/11 00:00:00+00,14,37,37.650269,1,1,
21497,2020,CA,CDF,TCU,MOC,9457,2020/08/20 00:00:00+00,2020/09/05 00:00:00+00,9,2857.36,2857.6055,1,1,
21498,2020,CA,CDF,TCU,SALT,9353,2020/08/18 00:00:00+00,2020/08/28 00:00:00+00,9,1593.91,1593.7322,1,1,
21499,2020,CA,CDF,TCU,WALKER,6494,2020/06/16 00:00:00+00,2020/06/23 00:00:00+00,9,1422,1398.0038,2,1,
21500,2020,CA,CCO,KRN,BAKER,2024545,2020/06/17 00:00:00+00,2020/06/18 00:00:00+00,14,165.1797998,165.17973,1,1,
21501,2020,CA,CCO,KRN,BENA,2027271,2020/07/01 00:00:00+00,2020/07/05 00:00:00+00,14,2884.443908,2884.4102,1,1,
21502,2020,CA,CCO,KRN,FLAT,2028833,2020/07/09 00:00:00+00,2020/07/12 00:00:00+00,14,40.09774479,40.127972,1,1,
21503,2020,CA,CCO,KRN,COMANCHE,2031924,2020/07/26 00:00:00+00,2020/07/27 00:00:00+00,14,66.11648805,66.156052,1,1,
21504,2020,CA,CCO,KRN,SHEEP,2032616,2020/07/30 00:00:00+00,2020/07/30 00:00:00+00,14,233.0561774,233.05606,1,1,
21505,2020,CA,CCO,KRN,RESERVE,2033499,2020/08/04 00:00:00+00,2020/08/05 00:00:00+00,14,11.50082577,11.500824,1,1,
21506,2020,CA,CCO,KRN,JOHNSON,2033650,2020/08/05 00:00:00+00,2020/08/06 00:00:00+00,14,37.95109591,38.07296,1,1,
21507,2020,CA,BLM,CND,SODA,34749,2020/06/17 00:00:00+00,2020/06/17 00:00:00+00,1,,421.46991,1,1,
21508,2020,CA,CCO,KRN,WOODY,2035078,2020/08/14 00:00:00+00,2020/08/14 00:00:00+00,14,90.57170268,90.521912,1,1,
21509,2020,CA,CCO,KRN,BLUE,2035487,2020/08/16 00:00:00+00,2020/08/17 00:00:00+00,14,19.89914145,19.949446,1,1,
21510,2020,CA,CCO,KRN,SHERWOOD,2037640,2020/08/29 00:00:00+00,2020/08/29 00:00:00+00,14,41.18887316,44.598595,1,1,
21511,2020,CA,CCO,KRN,VISTA ,2039431,2020/09/09 00:00:00+00,2020/09/09 00:00:00+00,14,34.7179629,34.717957,1,1,
21512,2020,CA,CCO,KRN,GARCES,2041011,2020/09/19 00:00:00+00,2020/09/19 00:00:00+00,14,10.84567745,10.845668,1,1,
21513,2020,CA,CCO,KRN,LILAC,2045515,2020/10/18 00:00:00+00,2020/10/19 00:00:00+00,14,52.84682059,52.846813,1,1,
21514,2020,CA,CCO,KRN,WATER,2052313,2020/12/02 00:00:00+00,2020/12/03 00:00:00+00,14,22.36359649,22.270731,1,1,
21515,2020,CA,CCO,KRN,STAGECOACH,2033315,2020/08/03 00:00:00+00,2020/08/03 00:00:00+00,14,7750,7750.6372,1,1,
21516,2020,CA,CDF,MMU,HUNTERS,11682,2020/06/07 00:00:00+00,2020/06/11 00:00:00+00,2,80,82.140099,1,1,
21517,2020,CA,CDF,MMU,PASS,13431,2020/06/28 00:00:00+00,2020/07/01 00:00:00+00,11,2192,2163.6978,1,1,
21518,2020,CA,CDF,MMU,POWER,14707,2020/07/11 00:00:00+00,2020/07/15 00:00:00+00,11,108,151.54947,1,1,
21519,2020,CA,CDF,MMU,BEN,15036,2020/07/15 00:00:00+00,2020/07/17 00:00:00+00,11,48,48.125347,1,1,
21520,2020,CA,CDF,MMU,HENSLEY,19014,2020/08/30 00:00:00+00,2020/09/02 00:00:00+00,7,400,398.48148,1,1,
21521,2020,CA,CDF,SHF,FRANCISCAN,8178,2020/08/15 00:00:00+00,2020/08/15 00:00:00+00,2,15,15.779857,1,1,
21522,2020,CA,CDF,SHU,BAR,3809,2020/04/25 00:00:00+00,2020/04/26 00:00:00+00,5,55,57.785629,1,1,
21523,2020,CA,CDF,SHU,LEOPARD,5006,2020/05/31 00:00:00+00,2020/05/31 00:00:00+00,7,16,16.629004,1,1,
21524,2020,CA,CCO,SBC,DRUM,2012322,2020/06/14 00:00:00+00,2020/06/17 00:00:00+00,2,696,695.47058,1,1,
21525,2020,CA,CCO,SBC,TWITCHELL,2011706,2020/06/06 00:00:00+00,2020/06/06 00:00:00+00,1,28,28.684549,1,1,
21526,2020,CA,CCO,SBC,BALLARD,2023312,2020/10/31 00:00:00+00,2020/10/31 00:00:00+00,14,17,17.297138,1,1,
21527,2020,CA,CCO,SBC,GAREY,2025625,2020/11/29 00:00:00+00,2020/12/01 00:00:00+00,2,12,12.152788,1,1,
21528,2020,CA,CDF,SHU,PLATINA,7049,2020/07/19 00:00:00+00,2020/07/21 00:00:00+00,9,350,339.46661,1,1,
21529,2020,CA,CDF,SHU,ROSA,1895,2020/02/26 00:00:00+00,2020/02/26 00:00:00+00,5,14,13.274441,1,1,
21530,2020,CA,CDF,SHU,SPRINGS,7944,2020/08/09 00:00:00+00,2020/08/09 00:00:00+00,8,10.25,10.299823,1,1,
21531,2020,CA,CDF,SHU,PINES,8109,2020/08/13 00:00:00+00,2020/08/13 00:00:00+00,9,10.2,15.737025,1,1,
21532,2020,CA,CDF,BDU,BRUDER,14963,2020/10/14 00:00:00+00,2020/10/15 00:00:00+00,14,170,169.54852,1,1,
21533,2020,CA,CCO,SBC,HOLLISTER,2010146,2020/05/07 00:00:00+00,2020/05/10 00:00:00+00,11,156,157.01782,1,1,
21534,2020,CA,CCO,SBC,KIRSCHEMANN,2010981,2020/05/28 00:00:00+00,2020/05/28 00:00:00+00,2,29,28.751392,1,1,
21535,2020,CA,CCO,SBC,VIEW,2011863,2020/06/06 00:00:00+00,2020/06/07 00:00:00+00,11,77,77.059242,1,1,
21536,2020,CA,CCO,SBC,GATO,2015948,2020/07/31 00:00:00+00,2020/07/31 00:00:00+00,14,10,10.235489,1,1,
21537,2020,CA,CCO,SBC,LITO,2019126,2020/09/07 00:00:00+00,2020/09/07 00:00:00+00,9,26,25.822441,1,1,
21538,2020,CA,CCO,SBC,DUTARD,2025052,2020/11/23 00:00:00+00,2020/11/23 00:00:00+00,14,14,13.633389,1,1,
21539,2020,CA,CCO,SBC,CLARK,2026762,2020/12/16 00:00:00+00,2020/12/16 00:00:00+00,7,19,18.829184,1,1,
21540,2020,CA,CDF,SLU,HUASNA,5881,2020/05/13 00:00:00+00,2020/05/13 00:00:00+00,5,47.5,47.429596,1,1,
21541,2020,CA,CDF,SLU,SODA,7149,2020/06/10 00:00:00+00,2020/06/10 00:00:00+00,10,1680,1653.1144,6,1,
21542,2020,CA,CDF,SLU,AVILA,7409,2020/06/15 00:00:00+00,2020/06/20 00:00:00+00,14,445,434.29105,1,1,
21543,2020,CA,CDF,SLU,GAGE,8112,2020/06/28 00:00:00+00,2020/06/28 00:00:00+00,2,33,33.055237,1,1,
21544,2020,CA,CDF,SLU,LAKE,8435,2020/07/04 00:00:00+00,2020/07/04 00:00:00+00,10,583,567.00629,1,1,
21545,2020,CA,CDF,SLU,SODA,8356,2020/07/03 00:00:00+00,2020/07/03 00:00:00+00,2,155,152.58662,1,1,
21546,2020,CA,CDF,SLU,RIATA,7469,2020/06/16 00:00:00+00,2020/06/16 00:00:00+00,2,17,15.232535,1,1,
21547,2020,CA,CDF,SLU,BERRY,9850,2020/08/01 00:00:00+00,2020/08/01 00:00:00+00,2,25,24.214361,1,1,
21548,2020,CA,CDF,SLU,BRANCH,9669,2020/07/28 00:00:00+00,2020/08/03 00:00:00+00,10,3222,2922.2039,7,1,
21549,2020,CA,CDF,SLU,II-2,10562,2020/08/15 00:00:00+00,2020/08/15 00:00:00+00,1,68.3,64.875885,1,1,
21550,2020,CA,CDF,SLU,CARRIZO,10369,2020/08/12 00:00:00+00,2020/08/12 00:00:00+00,10,180,184.91742,1,1,
21551,2020,CA,CDF,SLU,TOPAZ,7269,2020/06/12 00:00:00+00,2020/06/12 00:00:00+00,2,157,157.11494,1,1,
21552,2020,CA,CDF,SLU,POND,9866,2020/08/01 00:00:00+00,2020/08/09 00:00:00+00,7,2002,1962.3289,1,1,
21553,2020,CA,CDF,SLU,HUTTON,16175,2020/12/07 00:00:00+00,2020/12/07 00:00:00+00,14,22,22.70941,1,1,
21554,2020,CA,CDF,SLU,CRESTA BLANCA,7158,2020/06/10 00:00:00+00,2020/06/10 00:00:00+00,10,21,18.424768,1,1,
21555,2020,CA,CDF,SLU,JUAN,8489,2020/07/05 00:00:00+00,2020/07/05 00:00:00+00,11,33,33.282143,6,1,
21556,2020,CA,CDF,SLU,PASS,10018,2020/08/04 00:00:00+00,2020/08/05 00:00:00+00,10,322,323.17609,1,1,
21557,2020,CA,CDF,SLU,III_2,10544,2020/08/15 00:00:00+00,2020/08/15 00:00:00+00,1,13,20.434998,1,1,
21558,2020,CA,CDF,SLU,WHALE,10533,2020/08/15 00:00:00+00,2020/08/18 00:00:00+00,1,320,322.33667,1,1,
21559,2020,CA,CDF,SLU,PLACER,110780,2020/08/25 00:00:00+00,2020/08/25 00:00:00+00,2,53,53.15897,1,1,
21560,2020,CA,CDF,SHU,ZOGG,9978,2020/09/27 00:00:00+00,2020/10/13 00:00:00+00,14,56338,56338.051,3,1,
21561,2020,CA,CDF,SHU,POINT,11061,2020/10/25 00:00:00+00,2020/10/27 00:00:00+00,9,275,276.65826,1,1,
21562,2020,CA,CDF,TUU,GRADE,298,2020/06/22 00:00:00+00,2020/06/25 00:00:00+00,7,1050,1050.2405,1,1,
21563,2020,CA,CDF,TUU,FORKS,285,2020/06/18 00:00:00+00,2020/06/21 00:00:00+00,15,130,117.23483,1,1,
21564,2020,CA,CDF,TUU,SPRINGS,289,2020/06/19 00:00:00+00,2020/06/22 00:00:00+00,10,217,223.88686,1,1,
21565,2020,CA,CDF,BDU,PITZER,10332,2020/07/17 00:00:00+00,2020/07/18 00:00:00+00,9,120,118.78046,1,1,
21566,2020,CA,CDF,BDU,MENTONE,14847,2020/10/12 00:00:00+00,2020/10/13 00:00:00+00,10,79,47.27253,6,1,
21567,2020,CA,CDF,SHU,INWOOD,7560,2020/07/31 00:00:00+00,2020/07/31 00:00:00+00,11,11,10.819821,1,1,
21568,2020,CA,CDF,SHU,DERSCH,11068,2020/10/25 00:00:00+00,2021/01/25 00:00:00+00,7,133,133.29955,1,1,
21569,2020,CA,CDF,AEU,GRANT FIRE,16543,2020/06/12 00:00:00+00,2020/06/12 00:00:00+00,2,5042,5062.1978,1,1,
21570,2020,CA,CDF,AEU,CRONAN FIRE,16219,2020/06/09 00:00:00+00,2020/06/09 00:00:00+00,2,28,28.271208,1,1,
21571,2020,CA,CDF,SHU,RIDGE,9476,2020/09/14 00:00:00+00,2021/01/14 00:00:00+00,10,18.5,17.105452,1,1,
21572,2020,CA,CDF,AEU,CLAY FIRE,22430,2020/07/29 00:00:00+00,2020/07/29 00:00:00+00,3,741,740.1123,1,1,
21573,2020,CA,CDF,AEU,MEISS FIRE,24350,2020/08/13 00:00:00+00,2020/08/13 00:00:00+00,9,512,509.14716,1,1,
21574,2020,CA,CDF,FKU,DEN,6845,2020/05/23 00:00:00+00,2020/05/23 00:00:00+00,11,42.87516,42.875164,1,1,
21575,2020,CA,CDF,FKU,FRONTIER,8754,2020/06/23 00:00:00+00,2020/06/23 00:00:00+00,7,21.7087,21.708698,1,1,
21576,2020,CA,CDF,FKU,GATOS,5504,2020/04/26 00:00:00+00,2020/04/26 00:00:00+00,2,31.95898,31.958984,1,1,
21577,2020,CA,CDF,FKU,HILLS,11121,2020/07/28 00:00:00+00,2020/07/28 00:00:00+00,9,44.13896,44.138958,1,1,
21578,2020,CA,CDF,FKU,HILLS,12279,2020/08/15 00:00:00+00,2020/09/27 00:00:00+00,1,2120.98,2120.9802,2,1,
21579,2020,CA,CDF,FKU,KINGS,9658,2020/07/05 00:00:00+00,2020/07/05 00:00:00+00,2,65.94609,65.946091,1,1,
21580,2020,CA,CDF,FKU,MINERAL,10219,2020/07/13 00:00:00+00,2020/07/26 00:00:00+00,14,29666.96,29666.955,2,1,
21581,2020,CA,CDF,FKU,SUTTER,6911,2020/05/24 00:00:00+00,2020/05/24 00:00:00+00,11,26.95898,26.958984,1,1,
21582,2020,CA,CDF,FKU,SYCAMORE,8701,2020/06/23 00:00:00+00,2020/06/25 00:00:00+00,7,26.59245,26.592453,1,1,
21583,2020,CA,CDF,FKU,THERMAL,13123,2020/08/30 00:00:00+00,2020/08/30 00:00:00+00,11,11.4255,11.4255,1,1,
21584,2020,CA,CDF,FKU,TODD,10991,2020/07/26 00:00:00+00,2020/07/26 00:00:00+00,2,13.09678,13.096781,1,1,
21585,2020,CA,CDF,FKU,TAR,12129,2020/08/13 00:00:00+00,2020/08/18 00:00:00+00,1,20.48829,20.488293,1,1,
21586,2020,CA,CDF,AEU,MURPHY FIRE,24956,2020/08/17 00:00:00+00,2020/08/17 00:00:00+00,11,14,13.251124,1,1,
21587,2020,CA,CDF,AEU,COPPER FIRE,29600,2020/09/30 00:00:00+00,2020/09/30 00:00:00+00,3,47,46.583408,1,1,
21588,2020,CA,CDF,AEU,CAMERON FIRE,31579,2020/10/18 00:00:00+00,2020/10/18 00:00:00+00,10,15,14.426042,1,1,
21589,2020,CA,CDF,AEU,LIBERTY FIRE,17224,2020/06/17 00:00:00+00,2020/06/17 00:00:00+00,5,88.9,88.692551,1,1,
21590,2020,CA,CDF,AEU,LAMBERT FIRE,30112,2020/10/04 00:00:00+00,2020/10/04 00:00:00+00,9,22,21.816267,1,1,
21591,2020,CA,CDF,BEU,CROSS,4975,2020/10/07 00:00:00+00,2020/10/07 00:00:00+00,2,25,24.49597,1,1,
21592,2020,CA,CDF,BEU,BROWN,4730,2020/09/22 00:00:00+00,2020/09/23 00:00:00+00,11,18,18.353296,1,1,
21593,2020,CA,CDF,BEU,BOOMER,3228,2020/07/04 00:00:00+00,2020/07/05 00:00:00+00,14,15,10.929889,1,1,
21594,2020,CA,CDF,BEU,BRADLEY,2699,2020/06/08 00:00:00+00,2020/06/09 00:00:00+00,2,230,230.35477,1,1,
21595,2020,CA,CDF,BEU,CARMEL,4081,2020/08/18 00:00:00+00,2020/09/06 00:00:00+00,10,6901,6996.9443,7,1,
21596,2020,CA,CDF,BEU,COPPERHEAD,5318,2020/10/26 00:00:00+00,2020/10/26 00:00:00+00,2,23,22.668116,1,1,
21597,2020,CA,CDF,BEU,CIRCLE,4978,2020/10/07 00:00:00+00,2020/10/08 00:00:00+00,8,8,32.202072,1,1,
21598,2020,CA,CDF,BEU,COYOTE,3441,2020/07/15 00:00:00+00,2020/07/18 00:00:00+00,14,1485,1485.0753,1,1,
21599,2020,CA,CDF,BEU,FRUDDEN,2608,2020/06/03 00:00:00+00,2020/06/04 00:00:00+00,14,43,43.211426,1,1,
21600,2020,CA,CDF,BEU,JOHNSON,3810,2020/08/04 00:00:00+00,2020/08/05 00:00:00+00,14,40,39.919762,1,1,
21601,2020,CA,CDF,BEU,JULIUS,2280,2020/05/17 00:00:00+00,2020/05/17 00:00:00+00,11,21.9,21.768515,1,1,
21602,2020,CA,CDF,BEU,METZ,2404,2020/05/24 00:00:00+00,2020/05/24 00:00:00+00,2,33,33.091808,1,1,
21603,2020,CA,CDF,BEU,RICO,2986,2020/06/22 00:00:00+00,2020/06/23 00:00:00+00,11,11,338.13959,1,1,
21604,2020,CA,CDF,BEU,RIVER,4024,2020/08/16 00:00:00+00,2020/09/04 00:00:00+00,1,48088,50213.816,7,1,
21605,2020,CA,CDF,BEU,VISTA,2966,2020/06/21 00:00:00+00,2020/06/22 00:00:00+00,11,28,27.802195,1,1,
21606,2020,CA,CDF,BEU,STAGE,2963,2020/06/21 00:00:00+00,2020/06/22 00:00:00+00,7,51,51.160126,1,1,
21607,2020,CA,CDF,BEU,BITTERWATER,2677,2020/06/07 00:00:00+00,2020/06/08 00:00:00+00,11,211,210.54364,1,1,
21608,2020,CA,CDF,BEU,BITTER,2847,2020/06/16 00:00:00+00,2020/06/20 00:00:00+00,10,813,895.40442,1,1,
21609,2020,CA,CDF,BEU,HUNTER,2957,2020/06/21 00:00:00+00,2020/06/25 00:00:00+00,4,195,194.55795,1,1,
21610,2020,CA,CCO,VNC,HOLSER,66767,2020/08/17 00:00:00+00,2020/08/22 00:00:00+00,14,3000,2188.6335,7,1,
21611,2020,CA,CCO,VNC,LIME,45754,2020/06/10 00:00:00+00,2020/06/17 00:00:00+00,14,802,802.55371,7,1,
21612,2020,CA,CCO,VNC,ELIZABETH,45530,2020/06/10 00:00:00+00,2020/06/13 00:00:00+00,14,,298.95969,6,1,
21613,2020,CA,CCO,VNC,PERKIN,102739,2020/12/08 00:00:00+00,2020/12/11 00:00:00+00,14,50,39.826454,7,1,
21614,2020,CA,CCO,VNC,MEDIO,70334,2020/08/28 00:00:00+00,2020/08/28 00:00:00+00,14,10,16.060997,7,1,
21616,2020,CA,CDF,SCU,SCU COMPLEX,5740,2020/08/16 00:00:00+00,2020/09/11 00:00:00+00,1,,396824.47,2,1,
21617,2020,CA,CDF,SCU,PARK,4669,2020/07/04 00:00:00+00,2020/07/10 00:00:00+00,2,,342.52133,2,1,
21618,2020,CA,CDF,SCU,CREWS,4686,2020/07/05 00:00:00+00,2020/07/15 00:00:00+00,8,,5513.1914,2,1,
21619,2020,CA,CDF,MVU,VOLCANO,12575,2020/08/20 00:00:00+00,2020/08/22 00:00:00+00,9,45,46.388607,1,1,
21620,2020,CA,CDF,MVU,BORDER 7,8316,2020/06/11 00:00:00+00,2020/06/13 00:00:00+00,14,90,70.651421,1,1,
21621,2020,CA,CDF,MVU,SKYLINE 3,8307,2020/06/11 00:00:00+00,2020/06/14 00:00:00+00,14,100,79.95433,1,1,
21622,2020,CA,CDF,MVU,WILLOWS,19271,2020/12/02 00:00:00+00,2020/12/03 00:00:00+00,14,,58.151138,1,1,
21623,2020,CA,CDF,MVU,BORDER 11,11169,2020/07/28 00:00:00+00,2020/07/30 00:00:00+00,14,90,59.769276,1,1,
21624,2020,CA,CDF,RRU,AIRPORT,154602,2020/12/01 00:00:00+00,2020/12/13 00:00:00+00,14,1087,1085.7001,2,1,
21626,2020,CA,CDF,RRU,CASINO,88099,2020/07/13 00:00:00+00,2020/07/13 00:00:00+00,7,88,91.579002,7,1,
21627,2020,CA,CDF,RRU,INDIAN,79585,2020/06/30 00:00:00+00,2020/06/30 00:00:00+00,14,59,59.731518,1,1,
21628,2020,CA,CDF,RRU,SANDERSON,160421,2020/12/13 00:00:00+00,2020/12/14 00:00:00+00,4,1954,1954.6515,7,1,
21629,2020,CA,CDF,RRU,SIERRA,71265,2020/06/08 00:00:00+00,2020/06/08 00:00:00+00,8,,39.050262,1,1,
21630,2020,CA,CDF,RRU,SKYLINE,102838,2020/08/03 00:00:00+00,2020/08/16 00:00:00+00,14,30,47.932137,1,1,
21632,2020,CA,CDF,RRU,WATER,97597,2020/08/02 00:00:00+00,2020/08/02 00:00:00+00,14,60,36.020378,7,1,
21633,2020,CA,CCO,LAC,EQUESTRIAN,167541,2020/06/08 00:00:00+00,2020/06/09 00:00:00+00,11,85,83.618767,1,1,
21635,2020,CA,CCO,LAC,SOLEDAD,197926,2020/07/05 00:00:00+00,2020/07/07 00:00:00+00,9,1525.3,1525.5355,1,1,
21636,2020,CA,CCO,LAC,RIDGE,222638,2020/07/27 00:00:00+00,2020/07/28 00:00:00+00,14,320,320.83929,7,1,
21637,2020,CA,CCO,LAC,CASTAIC,228163,2020/08/01 00:00:00+00,2020/08/01 00:00:00+00,14,178,178.31157,1,1,
21639,2020,CA,CCO,LAC,WEST,181840,2020/06/21 00:00:00+00,2020/06/21 00:00:00+00,14,47,46.837574,1,1,
21640,2020,CA,CCO,LAC,3 POINTS,198047,2020/07/05 00:00:00+00,2020/07/05 00:00:00+00,14,14,11.786088,1,1,
