OBJECTID,YEAR,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM
33789,1994,CA,USF,SRF, ,0,1994/07/21 00:00:00+00,,14,,2.9872367,,1,501607
33790,2006,CA,CDF,BDU,ABERDEEN,5805,2006/06/07 00:00:00+00,2006/06/09 00:00:00+00,1,357,404.18417,8,1,199
33791,2006,CA,CDF,HUU,RIO,4927,2006/07/17 00:00:00+00,2006/07/17 00:00:00+00,8,1.3,1.3496184,5,1,0
33792,2003,CA,CDF,HUU,CANOE,4435,2003/09/03 00:00:00+00,2003/10/06 00:00:00+00,1,11039.5,11043.564,7,1,231
33793,2006,CA,CDF,HUU,CASTERLIN,5546,2006/08/18 00:00:00+00,2006/08/20 00:00:00+00,11,33.9,33.94157,7,1,0
33794,2006,CA,CCO,KRN,ARCO,KRN19153,2006/07/09 00:00:00+00,2006/07/12 00:00:00+00,9,698.1326282,698.12799,1,1,619153
33795,2006,CA,LRA,KRN,46,KRN22602,2006/08/04 00:00:00+00,2006/08/04 00:00:00+00,2,396.3764703,396.3876,1,1,622602
33796,2006,CA,BLM,KRN,COTTONWOOD,BBD02680,2006/08/07 00:00:00+00,2006/08/10 00:00:00+00,9,2344.0887,2344.1309,8,1,622687
33797,2006,CA,USF,LPF,RIDGE,1440,2006/07/22 00:00:00+00,2006/07/31 00:00:00+00,1,2418,2417.061,2,1,39
33798,2006,CA,CCO,KRN,ANNETTE,KRN22511,2006/08/03 00:00:00+00,2006/08/03 00:00:00+00,10,1432.348951,1432.3794,1,1,622511
33799,2006,CA,CCO,KRN,WESTSIDE,KRN35228,2006/12/07 00:00:00+00,2006/12/09 00:00:00+00,10,4025.041943,4025.0125,7,1,635228
33800,2006,NV,BLM,CCD,SAGE,1546,2006/08/06 00:00:00+00,2006/08/07 00:00:00+00,1,300,239.82088,8,1,0000C2WN
33801,2006,NV,BLM,CCD,LAVER,1445,2006/07/22 00:00:00+00,2006/07/23 00:00:00+00,1,148,145.19214,1,1,0000C0PQ
33802,2006,NV,BLM,CCD,DOYLE,1354,2006/07/15 00:00:00+00,2006/07/16 00:00:00+00,1,26,25.466434,1,1,0000CY2J
33803,2006,CA,BLM,NOD,KESWICK,7504,2006/09/17 00:00:00+00,2006/09/26 00:00:00+00,9,47,33.978142,6,1,SHU07504
33804,2006,CA,BLM,BBD,MCKITTRICK,4139,2006/12/08 00:00:00+00,2006/12/09 00:00:00+00,11,301,301.51483,1,1,0000C80N
33805,2006,CA,CCO,LAC,EMPIRE,157696,2006/07/22 00:00:00+00,2006/07/25 00:00:00+00,14,1064,1063.1581,7,1,157696
33806,2006,CA,CCO,LAC,QUAIL FIRE,174794,2006/08/13 00:00:00+00,2006/08/17 00:00:00+00,14,4681,4769.7769,7,1,174794
33807,2006,CA,CCO,LAC,HIGHLAND FIRE,157141,2006/07/22 00:00:00+00,2006/07/22 00:00:00+00,14,146,145.78276,7,1,157141
33808,2001,CA,USF,MDF,CANYON,0,2001/08/08 00:00:00+00,2001/08/09 00:00:00+00,1,210,225.02325,8,1,140
33809,2001,CA,USF,MDF,FERN,0,2001/07/14 00:00:00+00,2001/07/15 00:00:00+00,1,11,16.129719,8,1,84
33810,2001,CA,USF,MDF,BSFMU48,0,2001/08/10 00:00:00+00,2001/08/10 00:00:00+00,1,25,26.03437,8,1,226
33811,2001,CA,USF,MDF,BSFMU25,0,2001/08/24 00:00:00+00,2001/08/24 00:00:00+00,1,125,125.92081,8,1,148
33812,2001,CA,USF,MDF,BSFMU31,0,2001/08/10 00:00:00+00,2001/08/18 00:00:00+00,1,671,712.85852,8,1,166
33813,1993,CA,CDF,RRU,TRIBAL,49441,1993/10/27 00:00:00+00,,2,,2198.8943,,1,1700
33814,1993,CA,CDF,RRU,VAIL,0,,,14,,395.24997,,1,0
33815,1993,CA,CDF,RRU,CALIFORNIA,49416,1993/10/26 00:00:00+00,,11,,24433.99,,1,1691
33816,1993,CA,CDF,RRU,METROPOLITAN 2,5274,1993/11/16 00:00:00+00,,14,,84.15287,,1,0
33817,1993,CA,CDF,RRU,REPPLIER,50559,1993/11/02 00:00:00+00,,2,,5994.229,,1,1754
33818,1993,CA,CDF,BDU, ,66837,1993/10/27 00:00:00+00,,2,,5582.2915,,1,906
33819,1993,CA,CDF,MVU,EAGLE,1642,1993/05/14 00:00:00+00,,4,,5204.022,,1,208
33820,1993,CA,USF,BDF, ,0,,,14,,75.588791,,1,0
33821,1993,CA,USF,BDF, ,0,,,14,,132.70721,,1,0
33822,1993,CA,USF,BDF, ,0,,,14,,62.426739,,1,0
33823,1993,CA,USF,BDF, ,0,,,14,,29.715954,,1,0
33824,1993,CA,USF,BDF, ,0,,,14,,391.26816,,1,0
33825,1993,CA,USF,BDF, ,0,,,14,,93.483894,,1,0
33826,1993,CA,USF,BDF, ,0,,,14,,20.038961,,1,0
33827,1993,CA,USF,BDF, ,0,,,14,,39.782452,,1,0
33828,1993,CA,USF,BDF, ,0,,,14,,72.780586,,1,0
33829,1993,CA,USF,BDF, ,0,,,14,,29.138165,,1,0
33830,1993,CA,USF,BDF, ,0,,,14,,183.90022,,1,0
33831,1993,CA,USF,BDF, ,0,,,14,,17.693312,,1,0
33832,1993,CA,CDF,FKU, ,6357,1993/06/26 00:00:00+00,,14,,113.233,,1,136
33833,1993,CA,CCO,LAC,DESERT FIRE,938848,1993/06/24 00:00:00+00,,14,,312.91452,,1,6
33834,1993,CA,CCO,LAC,ROCK FIRE,931041,1993/07/23 00:00:00+00,,14,,164.6649,,1,19
33835,1993,CA,CCO,LAC,75TH FIRE,931187,1993/08/21 00:00:00+00,,14,,180.80296,,1,53
33836,1993,CA,CCO,LAC,SAN FERNANDO FIRE,931610,1993/11/14 00:00:00+00,,14,,177.23672,,1,40
33837,1993,CA,CCO,LAC,GLEN ALLEN FIRE,931182,1993/08/20 00:00:00+00,,14,,26.557825,,1,18
33838,1937,CA,USF,ANF,OLIVE VIEW,0,1937/07/02 00:00:00+00,,14,30,68.756882,,1,0
33839,1933,CA,USF,ANF,ARRASTRE CANYON,0,1933/09/01 00:00:00+00,,14,15,27.001312,,1,0
33840,1937,CA,USF,ANF,FRALICH,0,1937/12/16 00:00:00+00,,14,17.6,37.340527,,1,0
33841,1958,CA,USF,ANF,DAM,0,1957/07/02 00:00:00+00,,14,92,147.49474,,1,0
33842,1954,CA,USF,ANF,LIEBRE,0,1954/08/29 00:00:00+00,,14,140,209.77101,,1,0
33843,1957,CA,USF,ANF, ,0,,,14,147,147.22165,,1,0
33844,1955,CA,USF,ANF,OAK FLATS,0,1955/08/31 00:00:00+00,,14,280,338.7066,,1,0
33845,1953,CA,USF,ANF,SHAKE,0,1953/08/23 00:00:00+00,,14,518,556.6123,,1,0
33846,1951,CA,USF,ANF, ,0,,,14,10,10.087939,,1,0
33847,1953,CA,USF,ANF,BARRETT,0,1953/12/12 00:00:00+00,,14,8250,6867.8701,,1,0
33848,1917,CA,USF,ANF, ,0,,,14,320,245.37753,,1,0
33849,1916,CA,USF,ANF, ,0,,,14,400,186.69386,,1,0
33850,2008,CA,USF,SHF,CAREY,,2008/06/21 00:00:00+00,2008/07/31 00:00:00+00,1,3044,3714.3225,7,1,175
33851,2008,CA,USF,SHF,CEDAR,,2008/06/21 00:00:00+00,2008/07/31 00:00:00+00,1,25398,25391.727,7,1,79
33852,2008,CA,USF,SHF,CHINA,,2008/06/21 00:00:00+00,2008/06/23 00:00:00+00,1,35,35.033447,7,1,159
33853,2008,CA,USF,PNF,BROWN,,2008/06/21 00:00:00+00,2008/08/31 00:00:00+00,1,30,28.857435,5,1,61
33854,2008,CA,USF,SHF,DENNY,,2008/06/21 00:00:00+00,2008/06/25 00:00:00+00,1,55,43.464455,7,1,176
33855,2008,CA,USF,SHF,ELMORE,,2008/09/07 00:00:00+00,2008/09/14 00:00:00+00,7,343,343.26886,7,1,222
33856,2008,CA,USF,SHF,GRANITE,,2008/06/21 00:00:00+00,2008/09/14 00:00:00+00,1,542,551.90302,7,1,180
33857,2008,CA,USF,SHF,GULCH,,2008/09/07 00:00:00+00,2008/09/11 00:00:00+00,2,2847,2878.0676,7,1,221
33858,2008,CA,USF,SHF,IRONSIDE,,2008/06/20 00:00:00+00,2008/07/31 00:00:00+00,1,12720,12834.115,7,1,164
33859,2008,CA,USF,SHF,LIME,,2008/06/20 00:00:00+00,2008/08/13 00:00:00+00,1,25199,24884.738,7,1,137
33860,2008,CA,USF,SHF,MILLER,,2008/08/16 00:00:00+00,2008/08/17 00:00:00+00,1,50,62.688541,7,1,207
33861,2008,CA,USF,SHF,NOBLE,,2008/06/21 00:00:00+00,2008/07/08 00:00:00+00,1,12856,12984.699,7,1,119
33862,2008,CA,USF,SHF,TELEPHONE,,2008/06/20 00:00:00+00,2008/08/13 00:00:00+00,1,6625,6910.9419,7,1,115
33863,2008,CA,USF,SHF,TROUGH #1,,2008/06/21 00:00:00+00,2008/08/13 00:00:00+00,1,3674,3688.718,7,1,120
33864,2008,CA,USF,SHF,ZIEGLER,,2008/06/21 00:00:00+00,2008/07/31 00:00:00+00,1,2349,2349.4697,7,1,69
33865,2008,CA,USF,SHF,CUTTHROAT,,2008/06/25 00:00:00+00,2008/06/25 00:00:00+00,9,83,84.403694,7,1,52
33866,2008,CA,USF,SHF,HALF,,2008/10/01 00:00:00+00,2008/10/03 00:00:00+00,7,60,59.07655,7,1,236
33867,2008,CA,USF,SHF,SAND FLAT,,2008/07/24 00:00:00+00,2008/07/24 00:00:00+00,1,30,31.177931,7,1,190
33868,2008,CA,USF,SHF,MEADOWS,,2008/09/16 00:00:00+00,2008/09/16 00:00:00+00,1,25,17.115585,7,1,225
33869,2008,CA,USF,SHF,BOTTOM,,2008/06/20 00:00:00+00,2008/06/21 00:00:00+00,1,25,20.019785,7,1,57
33870,2008,CA,USF,SHF,FISHER,,2008/06/21 00:00:00+00,2008/07/05 00:00:00+00,1,27,34.706184,7,1,153
33871,2008,CA,USF,SHF,MURPHY,,2008/06/23 00:00:00+00,2008/06/30 00:00:00+00,1,51,51.275871,7,1,49
33872,2008,CA,USF,SHF,SOUTH FORK,,2008/06/21 00:00:00+00,2008/06/26 00:00:00+00,1,83,82.898155,7,1,123
33873,2010,CA,CDF,SKU,HART,5505,2010/07/29 00:00:00+00,2010/07/29 00:00:00+00,2,3.3,3.3211975,1,1,
33874,2010,CA,CDF,SKU,HOLLOW,5373,2010/07/26 00:00:00+00,2010/07/26 00:00:00+00,1,1,1.3713855,1,1,
33875,2010,CA,CDF,SKU,RY,2154,2010/03/31 00:00:00+00,2010/03/31 00:00:00+00,11,7,7.196177,1,1,
33876,2010,CA,CDF,SKU,WHISKEY,4299,2010/06/23 00:00:00+00,2010/06/23 00:00:00+00,2,0.3,0.2283715,1,1,
33877,2010,CA,CDF,SLU,ANTELOPE,8386,2010/10/26 00:00:00+00,2010/10/26 00:00:00+00,14,185,193.61826,1,1,
33878,2010,CA,CDF,SLU,CREEK,4751,2010/06/26 00:00:00+00,2010/06/26 00:00:00+00,14,250,10.187359,1,1,
33879,2010,CA,CDF,SLU,ROCKY,5932,2010/08/02 00:00:00+00,2010/08/02 00:00:00+00,14,33,29.559727,1,1,
33880,2010,CA,CDF,SLU,LAKE,6602,2010/08/25 00:00:00+00,2010/08/25 00:00:00+00,14,24,23.772163,1,1, 
33881,2010,CA,CDF,SLU,LAKE,7974,2010/10/09 00:00:00+00,2010/10/11 00:00:00+00,14,112,111.82373,1,1, 
33882,2010,CA,USF,SNF,BUCKHORN,1497,2010/08/07 00:00:00+00,2010/11/03 00:00:00+00,1,471,470.96695,2,2,1498
33883,2010,CA,USF,SQF,MAGGIE,2514,2010/07/17 00:00:00+00,2010/07/17 00:00:00+00,1,50,45.428303,1,1,2
33884,2010,CA,USF,SQF,MARVIN,2475,2010/07/15 00:00:00+00,2010/07/15 00:00:00+00,1,25,24.691019,1,2,5
33885,2010,CA,USF,SQF,COW,1854,2010/06/19 00:00:00+00,2010/06/20 00:00:00+00,4,14,20.361532,6,1,8
33886,2010,CA,USF,SQF,CHINA,2302,2010/07/06 00:00:00+00,2010/07/08 00:00:00+00,9,35,33.892056,8,1,14
33887,2010,CA,USF,SQF,CREEK,2467,2010/07/15 00:00:00+00,2010/07/16 00:00:00+00,1,95,95.889053,1,1,17
33888,2010,CA,USF,SQF,GROUSE,2493,2010/07/15 00:00:00+00,2010/07/15 00:00:00+00,1,24,22.432552,1,1,19
33889,2010,CA,USF,SQF,BULL,2701,2010/07/25 00:00:00+00,2010/07/31 00:00:00+00,9,16442,16448.225,7,1,21
33890,2010,CA,USF,SQF,CANYON,3564,2010/09/12 00:00:00+00,2010/09/24 00:00:00+00,9,9820,9336.1074,2,1,FU4L
33891,2010,CA,USF,STF,BUMMER ,3148,2010/10/03 00:00:00+00,2010/11/16 00:00:00+00,1,144,143.66769,1,,41
33892,2010,CA,USF,STF,PINECREST ,2269,2010/08/08 00:00:00+00,2010/08/09 00:00:00+00,1,844,906.67651,1,,11
33893,2010,CA,CDF,TCU,CANAL,361,2010/09/05 00:00:00+00,2010/09/06 00:00:00+00,14,158,157.98349,1,1,
33894,2010,CA,CDF,TCU,CURVE,,2010/07/21 00:00:00+00,2010/07/22 00:00:00+00,14,108,107.38901,1,1,
33895,2010,CA,CDF,TGU,HOG,5843,2010/08/27 00:00:00+00,2010/08/27 00:00:00+00,2,42,41.619717,1,1,
33896,2010,CA,CDF,TUU,BALES,98,2010/06/04 00:00:00+00,2010/06/04 00:00:00+00,2,,913.15735,1,1,26
33897,2010,CA,CDF,TUU,STOKES 2,320,2010/08/17 00:00:00+00,2010/08/18 00:00:00+00,2,879,895.26422,1,1,65
33898,1941,CA,CCO,MRN,UKNOWN,,,,14,10,120.06304,6,1,
33899,1941,CA,CCO,MRN,UKNOWN,,,,14,30,149.33047,6,1,
33900,1941,CA,CCO,MRN,UKNOWN,,,,14,15,138.20387,6,1,
33901,1941,CA,CCO,MRN,UKNOWN,,,,14,20,78.964668,6,1,
33902,1941,CA,CCO,MRN,UKNOWN,,,,14,100,130.73172,6,1,
33903,1941,CA,CCO,MRN,UKNOWN,,,,14,10,175.57004,6,1,
33904,1941,CA,CCO,MRN,UKNOWN,,,,14,30,277.69354,6,1,
33905,1941,CA,CCO,MRN,UKNOWN,,,,14,25,108.75577,6,1,
33906,1941,CA,CCO,MRN,UKNOWN,,,,14,20,56.710255,6,1,
33907,2016,CA,NPS,BNP,INDIAN WELLS,970,2016/09/29 00:00:00+00,2016/09/30 00:00:00+00,14,0.053233883,0.053233884,8,1,
33908,2016,CA,NPS,RNP,PELICAN,1608,2016/07/07 00:00:00+00,2016/07/07 00:00:00+00,14,0.49842611,0.49842611,8,1,
33909,2016,CA,NPS,SMP,COAST,896,2016/12/02 00:00:00+00,2016/12/02 00:00:00+00,14,1.167387494,1.1673875,8,1,
33910,2016,CA,NPS,SMP,LIBERTY CANYON,843,2016/11/05 00:00:00+00,2016/11/05 00:00:00+00,14,0.077734583,0.077734582,8,1,
33911,2016,CA,NPS,SMP,MULHOLLAND,210,2016/02/25 00:00:00+00,2016/02/28 00:00:00+00,14,11.3252898,11.32529,8,1,
33912,2016,CA,NPS,KNP,YUCCA,184,2016/11/05 00:00:00+00,2016/11/15 00:00:00+00,1,71.68798945,71.687988,8,1,
33913,2016,CA,NPS,KNP,SENTINEL,140,2016/08/19 00:00:00+00,2016/11/15 00:00:00+00,1,74.3785783,74.378578,8,1,
33914,2016,CA,NPS,YNP,LAKES,41,2016/06/26 00:00:00+00,2016/12/02 00:00:00+00,1,1000.717731,1000.7177,8,1,
33915,2016,CA,NPS,YNP,SWINGING BRIDGE,1,2016/02/26 00:00:00+00,2016/02/28 00:00:00+00,14,0.158964263,0.15896426,8,1,
33916,2016,CA,NPS,YNP,INDIAN CAVES,6,2016/05/31 00:00:00+00,2016/05/31 00:00:00+00,14,0.079427002,0.079427004,8,1,
33917,2016,CA,NPS,YNP,EL CAP,11,2016/06/04 00:00:00+00,2016/06/05 00:00:00+00,14,0.079443049,0.079443052,8,1,
33918,2016,CA,NPS,YNP,TENAYA,19,2016/06/08 00:00:00+00,2016/06/08 00:00:00+00,1,0.079430672,0.07943067,8,1,
33919,2016,CA,NPS,YNP,TURNER,21,2016/06/12 00:00:00+00,2016/07/10 00:00:00+00,1,0.079612126,0.079612128,8,1,
33920,2016,CA,NPS,YNP,GIN,22,2016/06/12 00:00:00+00,2016/06/14 00:00:00+00,1,0.079380011,0.079380013,8,1,
33921,2016,CA,CCO,VNC,CASITAS,31135,2016/04/28 00:00:00+00,2016/04/30 00:00:00+00,14,,46.159996,1,1,
33922,2016,CA,CCO,VNC,WHEELER,49982,2016/07/05 00:00:00+00,2016/07/05 00:00:00+00,2,,0.64206076,1,1,
33923,2016,CA,CCO,VNC,ROCKY,41099,2016/06/02 00:00:00+00,2016/06/02 00:00:00+00,14,5,5.2276363,1,1,
33924,2016,CA,CCO,VNC,RANCHO,51433,2016/07/11 00:00:00+00,2016/07/11 00:00:00+00,14,20,19.581364,1,1,
33925,2016,CA,CCO,VNC,SHERWOOD,52098,2016/07/14 00:00:00+00,2016/07/15 00:00:00+00,14,78,78.704575,2,1,
33926,2016,CA,CCO,VNC,GRIDLEY,67604,2016/09/13 00:00:00+00,2016/09/13 00:00:00+00,15,0.25,0.40795901,1,1,
33927,2016,CA,CCO,VNC,OCEAN,68034,2016/09/15 00:00:00+00,2016/09/15 00:00:00+00,14,0.25,0.11496331,1,1,
33928,2016,CA,CCO,VNC,SAGE,93141,2016/12/20 00:00:00+00,2016/12/21 00:00:00+00,2,,40.238644,1,1,
33929,2001,CA,USF,KNF,JONES,0,2001/05/09 00:00:00+00,2001/05/15 00:00:00+00,5,1488,1546.6686,8,1,5
33930,2001,CA,USF,KNF,CRAWFORD,0,2001/09/15 00:00:00+00,2001/09/29 00:00:00+00,1,143,143.33141,8,1,166
33931,2001,CA,USF,KNF,REDHILL #2,0,2001/09/15 00:00:00+00,2001/09/30 00:00:00+00,1,44,36.65469,8,1,172
33932,2001,CA,USF,KNF,SWILLUP II,0,2001/09/15 00:00:00+00,2001/10/30 00:00:00+00,1,8055,8099.4902,8,1,167
33933,1999,CA,CCO,SBC,SPANISH,0,1999/07/18 00:00:00+00,,14,,22295.855,,1,0
33934,1979,CA,CCO,SBC,TEPESQUET,0,1979/07/18 00:00:00+00,,14,,220.36795,,1,0
33935,1979,CA,CCO,SBC,WASIOJA,0,1979/07/20 00:00:00+00,,14,,1839.1616,,1,0
33936,1979,CA,CCO,SBC,BRAD,0,1979/09/18 00:00:00+00,,14,,136.49901,,1,0
33937,1980,CA,CCO,SBC,SILVA,0,1980/10/28 00:00:00+00,,14,,366.29974,,1,0
33938,1980,CA,CCO,SBC,TORO PARK,0,1980/02/06 00:00:00+00,,14,,76.976036,,1,0
33939,1982,CA,CCO,SBC,STARLANE,0,1982/08/01 00:00:00+00,,14,,150.82826,,1,0
33940,1983,CA,CCO,SBC,SECONDHAND RANCH,0,1983/06/15 00:00:00+00,,14,,248.43469,,1,0
33941,1984,CA,CCO,SBC,ALISOS,0,1984/05/31 00:00:00+00,,14,,296.14447,,1,0
33942,1994,CA,CCO,SBC,OAKHILL,0,1994/10/09 00:00:00+00,,14,,2130.0049,,1,0
33943,1994,CA,CCO,SBC,JONATA,0,1994/06/22 00:00:00+00,,14,,77.254425,,1,0
33944,1980,CA,CDF,BEU,JOHNSON CANYON,1321,1980/08/25 00:00:00+00,,14,,391.51205,,1,332
33945,1980,CA,CDF,BEU,MOBIL OIL #7,1077,1980/07/24 00:00:00+00,,14,,83.538002,,1,259
33946,1980,CA,CDF,BEU,REASONS,1284,1980/08/21 00:00:00+00,,14,,772.02222,,1,313
33947,1980,CA,CDF,BEU,SHIRTTAIL,1521,1980/09/23 00:00:00+00,,14,,2045.3583,,1,378
33948,1980,CA,CDF,FKU,DEN HARTOG,3105,1980/06/12 00:00:00+00,,14,,741.66516,,1,48
33949,1980,CA,CDF,FKU,P.G.&E. #29,3384,1980/06/22 00:00:00+00,,14,,395.21317,,1,69
33950,1980,CA,CDF,FKU,RIFLE RANGE,4920,1980/08/09 00:00:00+00,,14,,245.3475,,1,132
33951,1980,CA,USF,BDF, ,0,,,14,,60.349308,,1,0
33952,1980,CA,CDF,RRU,DRY FALLS,16759,1980/08/26 00:00:00+00,,14,,41756.312,,1,12789
33953,1980,CA,CDF,RRU, ,0,,,14,,6211.8315,,1,0
33954,1980,CA,USF,BDF, ,0,,,14,,116.49176,,1,0
33955,1994,CA,CCO,KRN,SMOOT,0,1994/09/24 00:00:00+00,,2,,794.38092,,1,0
33956,1994,CA,CCO,KRN,FORT,0,1994/10/03 00:00:00+00,,10,,997.07129,,1,0
33957,1994,CA,CCO,KRN,KECK,0,1994/08/01 00:00:00+00,,14,,429.43607,,1,0
33958,1994,CA,CCO,KRN,DIGIER,0,1994/07/28 00:00:00+00,,10,,345.02805,,1,0
33959,1994,CA,USF,SHF,SCORPION,0,1994/09/18 00:00:00+00,1994/09/18 00:00:00+00,1,638,671.12823,8,1,134
33960,1994,CA,CCO,KRN,LAKELAND,0,1994/06/14 00:00:00+00,,5,,2436.9685,,1,0
33961,1994,CA,CCO,VNC,PALOCOMADO,0,1994/11/19 00:00:00+00,,14,,651.69751,,1,0
33962,1994,CA,CCO,VNC,ALISO I,0,1994/10/16 00:00:00+00,,14,,343.54443,,1,0
33963,1994,CA,CCO,VNC,CAMARILLO HOSPITAL,0,1994/06/20 00:00:00+00,,14,,85.804764,,1,0
33964,1995,CA,CDF,TCU,PEORIA,3581,1995/07/16 00:00:00+00,,2,,3660.3462,,1,471
33965,1995,CA,CDF,TCU,CERRITOS,5371,1995/09/29 00:00:00+00,,14,,843.96802,,1,758
33966,1995,CA,CDF,TCU,MURRAY,5525,1995/10/06 00:00:00+00,,9,,272.29871,,1,789
33967,1995,CA,CDF,BTU,HWY 149,8979,1995/10/04 00:00:00+00,,14,,2139.8096,,1,10981
33968,1995,CA,CDF,SCU,COSTA #2,1645,1995/07/16 00:00:00+00,,14,,532.3634,,1,138
33969,1995,CA,CDF,SCU,KENETECH #7,2193,1995/08/28 00:00:00+00,,2,,436.20837,,1,234
33970,1995,CA,CDF,SCU,PATTERSON PASS,2144,1995/08/24 00:00:00+00,,2,,270.77405,,1,223
33971,1995,CA,CDF,MVU,GRADE,0,1995/11/30 00:00:00+00,,14,,160.90433,,1,62
33972,1987,CA,USF,SHF,EAST,0,1987/08/30 00:00:00+00,1987/09/25 00:00:00+00,1,9147,11473.768,4,1,293
33973,1995,CA,CDF,MVU,PINE HILLS,0,1995/10/27 00:00:00+00,,14,,58.677284,,1,60
33974,1995,CA,CDF,MVU,OROFLAMME,0,1995/05/27 00:00:00+00,,14,,92.76432,,1,46
33975,1918,CA,USF,ANF, ,0,,,14,276,276.01154,,1,0
33976,1911,CA,USF,ANF, ,0,,,14,206,206.42714,,1,0
33977,1911,CA,USF,ANF, ,0,,,14,354,354.32983,,1,0
33978,1916,CA,USF,ANF, ,0,,,14,184,183.98732,,1,0
33979,1913,CA,USF,ANF, ,0,,,14,10285,10284.984,,1,0
33980,1911,CA,USF,ANF, ,0,,,14,137,136.76193,,1,0
33981,1917,CA,USF,ANF, ,0,,,14,50,179.50484,,1,0
33982,1997,CA,USF,INF,WILLY,0,1997/06/13 00:00:00+00,1997/08/01 00:00:00+00,1,50,71.654869,8,1,43
33983,1987,CA,USF,SHF,PEANUT,0,1987/08/30 00:00:00+00,1987/09/12 00:00:00+00,1,6860,6265.9067,8,1,281
33984,1987,CA,USF,SHF, ,0,1987/08/30 00:00:00+00,1987/09/02 00:00:00+00,1,125,101.24525,8,1,248
33985,1987,CA,USF,PNF, ,0,1987/08/30 00:00:00+00,1987/09/01 00:00:00+00,1,90,55.27206,8,1,239
33986,1987,CA,USF,PNF, ,0,1987/08/30 00:00:00+00,1987/09/01 00:00:00+00,1,24,17.265808,8,1,224
33987,1987,CA,USF,PNF, ,0,1987/08/18 00:00:00+00,1987/08/19 00:00:00+00,2,520,409.23859,8,1,206
33988,1987,CA,USF,PNF, ,0,1987/08/30 00:00:00+00,1987/09/05 00:00:00+00,1,232,129.94434,8,1,246
33989,1924,CA,USF,ANF,BIG DALTON CANYON,0,1924/07/01 00:00:00+00,,14,40,65.977547,,1,0
33990,1924,CA,USF,ANF,LONE PINE,0,1924/04/30 00:00:00+00,,14,300,182.30675,,1,0
33991,1923,CA,USF,ANF,MANKER FLAT,0,1923/08/23 00:00:00+00,,14,120,116.01705,,1,0
33992,1923,CA,USF,ANF,LEWIS CANYON,0,1923/10/14 00:00:00+00,,14,120,48.057247,,1,0
33993,1924,CA,USF,ANF,THORPES CANYON,0,1924/05/31 00:00:00+00,,14,15,33.585213,,1,0
33994,1927,CA,USF,ANF,LIEBRE,0,1927/08/21 00:00:00+00,,14,831,831.09576,,1,0
33995,1927,CA,USF,ANF, ,0,,,14,722,722.15698,,1,0
33996,1924,CA,USF,ANF, ,0,,,14,826,825.62402,,1,0
33997,1921,CA,USF,ANF, ,0,,,14,711,710.79193,,1,0
33998,1927,CA,USF,ANF, ,0,,,14,298,298.34116,,1,0
33999,1929,CA,USF,ANF, ,0,,,14,50,192.30949,,1,0
34000,1922,CA,USF,ANF, ,0,,,14,1162,1162.0416,,1,0
34001,1980,CA,CDF,RRU, ,0,,,14,,302.84433,,1,0
34002,1980,CA,CDF,RRU, ,0,,,14,,379.88983,,1,0
34003,1980,CA,CDF,RRU, ,0,,,14,,393.10989,,1,0
34004,1980,CA,CDF,RRU, ,0,,,14,,466.68573,,1,0
34005,1980,CA,CDF,RRU, ,0,,,14,,602.41711,,1,0
34006,1980,CA,CDF,RRU, ,0,,,14,,723.65125,,1,0
34007,1980,CA,CDF,RRU, ,0,,,14,,719.98376,,1,0
34008,1980,CA,CDF,RRU,BLUE,0,,,14,,246.48895,,1,0
34009,1980,CA,CDF,RRU, ,0,,,14,,416.32428,,1,0
34010,1980,CA,CDF,RRU,BLUE,0,,,14,,517.97968,,1,0
34011,1980,CA,CDF,RRU,BLUE,0,,,14,,549.75397,,1,0
34012,1980,CA,CDF,RRU,BLUE,0,,,14,,970.50616,,1,0
34013,1980,CA,CDF,RRU,DELL,0,,,14,,838.37683,,1,0
34014,1980,CA,CDF,RRU,TREEMONT,0,,,14,,444.29257,,1,0
34015,1980,CA,CDF,RRU,TREEMONT,0,,,14,,474.18979,,1,0
34016,1980,CA,CDF,RRU,TREEMONT,0,,,14,,438.74594,,1,0
34017,1980,CA,CDF,RRU,TREEMONT,0,,,14,,536.22516,,1,0
34018,1980,CA,CDF,RRU,TREEMONT,0,,,14,,838.47235,,1,0
34019,1980,CA,CDF,RRU,PIERCE,13103,1980/07/09 00:00:00+00,,14,,985.27905,,1,786
34020,1980,CA,CDF,RRU,LAKE #2,22299,1980/11/16 00:00:00+00,,14,,1215.9219,,1,1737
34021,1980,CA,CDF,RRU,RATTLESNAKE,12214,1980/06/29 00:00:00+00,,14,,227.31483,,1,671
34022,1980,CA,USF,BDF, ,0,1980/10/08 00:00:00+00,1980/10/08 00:00:00+00,7,90,107.13463,8,1,201
34023,1980,CA,USF,BDF, ,0,,,14,,9.828393,,1,0
34024,1980,CA,USF,BDF, ,0,,,14,,835.69305,,1,0
34025,1980,CA,CCO,LAC,WATSON FIRE,312033,1980/06/19 00:00:00+00,,14,,125.38627,,1,7630
34026,1980,CA,CCO,LAC,"""R"" FIRE",312033,1980/06/23 00:00:00+00,,14,,105.20207,,1,312033
34027,1980,CA,CCO,LAC,PASS FIRE,312038,1980/07/16 00:00:00+00,,14,,7603.917,,1,191
